variant_id,is_main,equiv_main_variant_id,join_stop_id,disjoin_stop_id
829331,0,826016,,
829340,0,826016,,
829348,0,826016,,
829350,0,826017,,
829351,0,826017,,
829352,0,,,
829356,0,,,
829357,0,,,
829358,0,,,
829359,0,,,
829360,0,,,
829361,0,,,
829362,0,,,
829363,0,,,
829364,0,,,
829366,0,,,
829367,0,,,
829368,0,,,
829369,0,,,
829370,0,826016,,
829371,0,826017,,
829372,0,826017,,
829378,0,826017,,
829417,0,,,
829418,0,,,
829419,0,826016,,
829423,0,826017,,
829447,0,,,
829456,0,,,
829457,0,826016,,
829463,0,,,
829464,0,,,
829474,0,,,
829475,0,826017,,
829488,1,,,
829492,1,,,
829493,1,,,
829511,0,,,
829512,0,,,
829513,0,826017,,
829518,0,826016,,
829526,0,,,
829538,0,826017,,
829539,0,826016,,
829540,0,,,
829546,0,826017,,
829547,0,,,
829548,0,826016,,
829551,0,826017,,
829554,0,,,
829555,0,826016,,
829559,0,,,
829713,0,,,
829752,1,,,
829762,1,,,
829765,1,,,
829773,1,,,
829779,0,,,
829805,0,826016,,
829810,0,826017,,
829816,0,,,
829828,0,,,
829830,0,826017,,
829831,0,826016,,
829842,0,,,
829864,0,,,
829865,0,826017,,
829867,0,826016,,
829869,0,,,
829870,0,826017,,
829871,0,,,
829872,0,826016,,
829876,0,,,
829879,0,,,
829903,0,,,
829907,0,826017,,
829926,1,,,
829928,0,,,
829942,0,,,
829943,0,,,
829944,0,,,
830170,1,,,
830174,1,,,
830175,1,,,
830183,1,,,
830184,1,,,
830190,1,,,
830202,0,826017,,
830208,0,826017,,
830210,0,826016,,
830213,0,,,
830240,0,,,
830244,0,,,
830252,0,826017,,
830264,0,,,
830268,0,,,
830269,0,826017,,
830270,0,826017,,
830277,0,826016,,
830279,0,,,
830281,0,826017,,
830283,0,,,
830286,0,826017,,
830287,0,826016,,
830292,0,,,
830293,0,,,
830294,0,826017,,
830295,0,826016,,
830300,0,,,
830308,1,,,
830309,1,,,
830310,0,,,
830311,0,,,
830336,1,,,
830342,0,826016,,
830344,0,826016,,
830345,0,826016,,
830346,0,826016,,
830347,0,826017,,
830352,0,,,
830361,0,826017,,
830370,0,826016,,
830392,1,,,
830393,1,,,
830427,0,,,
830428,0,,,
830429,0,,,
830430,0,,,
830431,0,,,
830432,0,,,
830433,0,,,
830434,1,,,
830435,0,,,
830436,0,,,
830437,0,,,
830438,0,,,
830439,0,,,
830442,0,,,
830447,1,,,
830449,1,,,
830459,0,,,
830462,0,,,
830541,1,,,
830542,0,,,
830543,0,,,
830544,1,,,
830703,0,,,
830704,0,,,
830706,0,,,
830709,0,,,
830780,1,,,
830781,0,,,
830782,0,,,
830784,0,,,
830799,0,,,
830869,1,,,
830870,1,,,
830888,1,,,
830890,0,,,
830904,0,,,
830905,1,,,
830906,1,,,
830907,0,,,
830908,0,,,
830909,0,,,
830912,0,,,
830913,0,,,
830914,0,,,
830917,0,,,
830925,1,,,
830926,1,,,
830931,1,,,
830935,1,,,
830943,1,,,
830947,1,,,
830949,0,,,
830950,0,,,
830951,0,,,
830954,0,826016,,
830955,0,826017,281,
830971,0,,,
830975,0,826017,,
830983,0,826016,,
830988,0,,,
830995,0,826016,,
830996,0,826016,,
830997,0,826017,,
831001,0,826016,,
831003,0,,,
831012,0,,,
831014,0,,,
831016,0,,,
831032,0,826016,,
831036,0,826016,,
831151,0,,,
831162,0,,,
831164,0,,,
831172,1,,,
831176,0,,,
831183,0,,,
831187,0,826017,,
831188,0,,,
831268,1,,,
831270,1,,,
831272,1,,,
831273,1,,,
831280,0,,,
831281,0,,,
831285,0,,,
831292,0,,,
831296,0,,,
831298,0,,,
831306,0,,,
831318,0,,,
831655,0,,,
831656,0,,,
831657,0,,,
831779,1,,,
831783,0,,,
831804,0,,,
831805,0,,,
831807,1,,,
831808,1,,,
831809,1,,,
831810,1,,,
831812,0,826017,,
831813,0,,,
831814,0,,,
831815,0,,,
831816,0,,,
831817,0,826017,,
831818,0,826017,,
831823,1,,,
831825,1,,,
831837,1,,,
831855,0,,,
831856,0,,,
831862,0,826017,,
831885,0,826017,,
831890,0,826016,,
831891,0,826016,,
831892,0,826017,,
831895,0,826017,,
831897,0,826016,,
831898,0,826016,,
831899,0,826017,,
831916,1,,,
831920,1,,,
831921,1,,,
831926,1,,,
831934,1,,,
831935,1,,,
831936,1,,,
831945,0,826017,,
831946,0,,,
831950,0,,,
831953,0,826017,,
831954,0,826017,,
831956,0,826016,,
831965,0,,,
831967,0,,,
831969,0,,,
831970,0,826017,,
831971,0,826016,,
831972,0,826017,,
831973,0,826016,,
831974,0,826016,,
831976,0,826016,,
831990,0,,,
831991,0,,,
831994,0,826017,,
831995,0,826016,,
831996,0,826017,,
831997,0,,,
832008,0,826016,,
832009,0,826017,,
832012,0,,,
832014,0,,,
832015,0,826016,,898
832016,0,826017,281,
832017,0,826017,281,
832026,0,826017,,
832042,0,826017,,
832047,0,826017,,
832048,0,826017,,
832049,0,826017,,
832054,1,,,
832055,1,,,
832066,0,,,
832067,0,,,
832080,0,826017,,
832167,1,,,
832185,0,,,
832186,0,,,
832187,0,,,
832191,1,,,
832194,1,,,
832195,1,,,
832196,1,,,
832197,1,,,
832207,1,,,
832208,1,,,
832213,1,,,
832219,1,,,
832223,1,,,
832224,1,,,
832229,0,,,
832230,0,,,
832231,0,,,
832232,0,826017,,
832234,0,,,
832235,0,,,
832244,0,826017,,
832245,0,,,
832247,0,,,
832249,0,826016,,
832251,0,,,
832253,0,,,
832254,0,,,
832282,0,,,
832283,0,,,
832285,0,,,
832286,0,,,
832287,0,,,
832290,0,826017,,
832294,0,,,
832295,0,826017,,
832296,0,826017,,
832297,0,826017,,
832298,0,826016,,
832299,0,826016,,
832301,0,826016,,
832302,0,826016,,
832303,0,826016,,
832308,0,826017,,
832309,0,826017,,
832312,0,826016,,
832314,0,,,
832329,0,826017,,
832330,0,826017,,
832333,0,826016,,
832340,0,,,
832342,0,826017,,
832343,0,,,
832344,0,,,
832379,1,,,
832404,1,,,
832418,1,,,
832419,0,,,
832420,0,,,
832421,1,,,
832520,1,,,
832521,1,,,
832522,1,,,
832523,1,,,
832524,0,,,
832526,0,,,
832528,0,,,
832531,0,,,
832532,0,,,
832533,0,,,
832534,0,,,
832535,0,,,
832537,0,,,
832538,0,,,
832552,1,,,
832558,1,,,
832559,1,,,
832560,1,,,
832562,1,,,
832563,1,,,
832564,1,,,
832565,1,,,
832567,1,,,
832568,1,,,
832570,1,,,
832574,1,,,
832575,1,,,
832576,1,,,
832577,1,,,
832581,1,,,
832582,1,,,
832583,1,,,
832584,1,,,
832585,1,,,
832587,0,,,
832588,0,,,
832590,0,,,
832592,0,826017,,
832594,0,826017,,
832595,0,826016,,
832598,0,,,
832599,0,826016,,
832603,0,,,
832605,0,826017,,
832606,0,826017,,
832607,0,,,
832608,0,,,
832610,0,826017,,
832611,0,,,
832613,0,826017,,
832615,0,826016,,
832617,0,,,
832618,0,826016,,
832619,0,826016,,
832620,0,,,
832623,0,826016,,
832624,0,,,
832625,0,,,
832626,0,826016,,
832627,0,,,
832628,0,,,
832629,0,,,
832630,0,826016,,
832636,0,,,
832640,0,826017,,
832642,0,,,
832643,0,,,
832644,0,,,
832645,0,,,
832647,0,826016,,
832649,0,,,
832650,0,826017,,
832651,0,826016,,
832652,0,826016,,
832660,0,,,
832661,0,826016,,
832662,0,826017,,
832663,0,,,
832664,0,826016,,
832666,0,,,
832667,0,826017,,
832670,0,826016,,
832677,1,,,
832678,1,,,
832679,1,,,
832681,0,,,
832682,0,,,
832683,0,,,
832685,0,,,
832686,0,,,
832688,0,,,
832689,0,,,
832690,0,,,
832691,0,,,
832692,0,,,
832694,0,826016,,
832696,0,826016,,
832699,0,826016,,
832768,1,,,
832769,1,,,
832770,1,,,
832771,1,,,
832772,1,,,
832773,0,,,
832774,0,,,
832777,0,,,
832779,0,,,
832780,0,,,
832781,0,,,
832782,1,,,
832783,0,,,
832852,1,,,
832855,1,,,
832856,1,,,
832858,1,,,
832859,1,,,
832860,1,,,
832861,1,,,
832862,1,,,
832863,1,,,
832864,1,,,
832866,1,,,
832878,0,,,
832879,0,826017,,
832882,0,,,
832887,0,,,
832892,0,826017,,
832893,0,826017,,
832894,0,826016,,
832899,0,,,
832900,0,,,
832902,0,,,
832903,0,826016,,
832904,0,,,
832905,0,826017,,
832906,0,826017,,
832918,1,,,
832919,1,,,
832920,0,,,
832928,1,,,
832934,1,,,
832935,1,,,
832936,0,,,
832937,0,,,
832938,1,,,
832939,0,,,
832955,1,,,
832956,1,,,
832957,1,,,
832958,1,,,
832959,1,,,
832960,1,,,
832961,1,,,
832962,1,,,
832963,1,,,
832964,1,,,
832965,1,,,
832966,1,,,
832967,1,,,
832968,1,,,
832969,1,,,
832970,1,,,
832971,1,,,
832972,1,,,
832973,1,,,
832974,1,,,
832975,0,826016,,
832976,0,,,
832978,0,826017,,
832980,0,826016,,
832982,0,826016,,
832983,0,826016,,
832985,0,826016,,
832986,0,826017,,
832988,0,,,
832989,0,,,
832990,0,,,
832991,0,,,
832992,0,826016,,
832993,0,826016,,
832994,0,,,
832997,0,,,
832998,0,,,
832999,0,,,
833000,0,826017,,
833001,0,,,
833003,0,,,
833005,0,826016,,
833006,0,826016,,
833011,0,826016,,
833012,0,826016,,
833014,0,826016,,
833015,0,826017,,
833016,0,,,
833017,0,,,
833018,0,,,
833020,0,826017,,
833021,0,826016,,
833022,0,,,
833023,0,826016,,
833025,0,,,
833030,0,826017,,
833031,0,,,
833032,0,826017,,
833034,0,,,
833035,0,,,
833039,0,826017,,
833040,0,826017,,
833041,0,826017,,
833042,0,,,
833043,0,826016,,
833046,0,826017,,
833049,1,,,
833050,1,,,
833051,1,,,
833052,1,,,
833053,1,,,
833054,1,826017,,
833055,0,,,
833058,0,826017,,
833061,0,,,
833063,0,,,
833064,1,,,
833065,1,,,
833066,0,,,
833067,0,,,
833070,0,,,
833071,0,826017,,
833072,0,826016,,
833074,0,826016,,
833075,0,826016,,
